Unnamed: 0,Date,close,high,low,open,volume,SMA_20,SMA_50,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
1970-01-01 00:00:00.000000051,2024-03-13,169.90988159179688,171.95519177278902,169.54250931705775,171.53818810821755,52488700.0,176.62612228393556,182.3326272583008,32.19015878973995,-3.9172343248708614,-0.5778300327160859,-3.3394042921547755,165.5965902050537,176.62612228393556,187.65565436281744,12.489128942265197,0.1955337432220625
1970-01-01 00:00:00.000000052,2024-03-14,171.76649475097656,173.0671519115083,170.8232713647125,171.6771400949078,72913500.0,176.07259674072264,182.08632629394532,37.7809830337902,-3.7342300755248914,-0.3158606266960926,-3.418369448828799,165.23593685993168,176.07259674072264,186.9092566215136,12.309308866215664,0.3013178397626436
1970-01-01 00:00:00.000000053,2024-03-15,171.3892364501953,171.3892364501953,169.07584723661714,169.94957779625068,121752700.0,175.5146041870117,181.8600473022461,37.111418062449275,-3.578390028657765,-0.1280164638631724,-3.4503735647945923,164.92283564913825,175.5146041870117,186.1063727248852,12.0693871452291,0.3052559531458256
1970-01-01 00:00:00.000000054,2024-03-18,172.4813995361328,176.4429567936847,172.2828285408912,174.31821532960825,75604200.0,175.08816680908205,181.70201904296871,40.404239714840394,-3.3283896314801495,0.0975871466515543,-3.425976778131704,164.73162138450056,175.08816680908205,185.4447122336635,11.830091791268057,0.3741488031925202
1970-01-01 00:00:00.000000055,2024-03-19,174.8245391845703,175.35075903574833,171.7962828664752,173.09694005146207,55215200.0,174.81612091064454,181.6053308105469,46.83573008316835,-2.907672885309182,0.4146431142580176,-3.3223159995672,164.73569283981516,174.81612091064454,184.89654898147393,11.53260696818904,0.5004175553789293
1970-01-01 00:00:00.000000056,2024-03-20,177.39610290527344,177.39610290527344,173.84162605000233,174.467139074951,53423100.0,174.6349220275879,181.47320922851563,52.84974014368087,-2.339776643377718,0.7860314849515859,-3.125808128329304,164.88212056919969,174.6349220275879,184.3877234859761,11.16935987963222,0.6415583455413576
1970-01-01 00:00:00.000000057,2024-03-21,170.14813232421875,176.22450721449738,169.6219124199128,175.78764197696165,106181300.0,173.98955535888672,181.20445770263672,39.341494143725555,-2.4463652563830465,0.543554297557006,-2.9899195539400525,164.8628752962884,173.98955535888672,183.11623542148504,10.491066597386036,0.2895498139345134
1970-01-01 00:00:00.000000058,2024-03-22,171.05166625976562,171.8161805084586,168.8474933401544,170.5353695457136,71160100.0,173.48120651245117,180.93295318603515,41.353865947865,-2.4299192659432265,0.448000230397461,-2.8779194963406876,164.90583998567797,173.48120651245117,182.05657303922436,9.88621960749128,0.3583419003082689
1970-01-01 00:00:00.000000059,2024-03-25,169.63185119628906,170.7140758962492,168.24182406010684,169.3538487990515,54288300.0,172.96938247680663,180.64495208740232,39.155589647926874,-2.502604443557516,0.3002520422265373,-2.802856485784053,164.76612161310408,172.96938247680663,181.1726433405092,9.485217263584234,0.2965728911971252
1970-01-01 00:00:00.000000060,2024-03-26,168.49996948242188,170.19776864921857,168.37089153816484,168.7878951080797,57388400.0,172.3279884338379,180.3277685546875,37.44662608233226,-2.621324369648619,0.1452256929083475,-2.7665500625569663,164.86673672803207,172.3279884338379,179.78924013964374,8.659361457898575,0.2434734075224051
